Wavenumbercm-1,01:10:42
4000,0.00129876557938069
3996,0.00106004445335629
3992,0.000814093179924374
3988,0.000705679206986951
3984,0.000820290240571112
3980,0.00093448449512001
3976,0.000746315437884858
3972,0.000345448311147644
3968,0.00016012045031135
3964,0.000391659935413205
3960,0.000809108523638831
3956,0.00118338920272303
3952,0.00152409054165824
3948,0.00178248274528561
3944,0.00178152440091049
3940,0.0016207784532153
3936,0.00171515521521688
3932,0.00217505130662955
3928,0.00255393219170572
3924,0.00249676403714917
3920,0.00223113518266789
3916,0.00214317189270355
3912,0.00225841995876911
3908,0.00250841271512226
3904,0.00300623214937034
3900,0.00362090637552898
3896,0.00384248402590939
3892,0.00358452470589484
3888,0.00343419425615007
3884,0.00375077054070214
3880,0.00409004969830169
3876,0.00394513275279593
3872,0.0035191149763326
3868,0.00327216281459833
3864,0.00324136068670665
3860,0.00329169449197992
3856,0.00354248648036185
3852,0.00391855618451134
3848,0.00393791411863546
3844,0.00354582991658768
3840,0.00330951564189154
3836,0.00346340596772565
3832,0.00355363986207605
3828,0.00340917235223358
3824,0.00354123182203207
3820,0.00400094764457652
3816,0.00396869502368281
3812,0.00325782594121595
3808,0.00286995644022517
3804,0.00318916133849043
3800,0.00315594315654932
3796,0.00211747457794817
3792,0.00124753973496221
3788,0.00150047276180192
3784,0.00216574511728027
3780,0.00223074691379054
3776,0.00207434299733174
3772,0.00257768806070626
3768,0.0033685641656709
3764,0.0035241434056367
3760,0.00332506489235179
3756,0.00357629603938829
3752,0.00397313753102465
3748,0.00373543602022324
3744,0.00341766780065063
3740,0.00387664460708982
3736,0.00422708222014978
3732,0.0034739112083358
3728,0.00253405588412113
3724,0.0025523755109788
3720,0.00285715921238166
3716,0.00242774516982457
3712,0.00176504713865742
3708,0.00173509039195798
3704,0.00171059421362957
3700,0.000974921553955113
3696,0.000473326480111435
3692,0.00115886796863134
3688,0.00203033667173744
3684,0.00180357412166728
3680,0.00141718838114903
3676,0.00214616223028926
3672,0.00290352852390801
3668,0.00203568560170487
3664,0.000689558804837201
3660,0.000587803149103743
3656,0.00126114560865353
3652,0.00145990940428105
3648,0.00128363221332983
3644,0.00142107234444258
3640,0.00123032520553461
3636,0.000356435589727304
3632,0.000162530200572793
3628,0.00162403031828638
3624,0.00310012153958956
3620,0.00292345240043421
3616,0.00235497345391911
3612,0.00277133853641053
3608,0.00277605908965871
3604,0.00111529596058668
3600,-0.000364517252154256
3596,7.9601283215932E-05
3592,0.000860241422623371
3588,-9.51574137536298E-05
3584,-0.00134513137028774
3580,-0.000734572754588728
3576,0.000428537047168643
3572,0.000175838864190346
3568,-0.000415920445784338
3564,0.000318583339967062
3560,0.000778654051870241
3556,-0.000804872891643302
3552,-0.0024853923188217
3548,-0.00205805261640163
3544,-0.00116869832112958
3540,-0.00206940829298287
3536,-0.00307892478391493
3532,-0.00210118695174209
3528,-0.00104185061637712
3524,-0.00227186975559516
3520,-0.00382417886652755
3516,-0.00304561177424882
3512,-0.00165735471740193
3508,-0.00227233966037469
3504,-0.0033602357779297
3500,-0.00243142409629198
3496,-0.00114189608513382
3492,-0.00208935143020418
3488,-0.00372655118629675
3484,-0.00345819440159351
3480,-0.00261309145266285
3476,-0.00352308185170014
3472,-0.00469965540093697
3468,-0.00386308095720594
3464,-0.00264226012647046
3460,-0.00339894958467445
3456,-0.00446599089873067
3452,-0.00348954818931487
3448,-0.00223680166274921
3444,-0.00333603752737846
3440,-0.00518173727891759
3436,-0.00496942283781591
3432,-0.00392310639632661
3428,-0.00458938028646649
3424,-0.00586888227544042
3420,-0.00547122627390723
3416,-0.0044895279338435
3412,-0.0049854971964226
3408,-0.00575089292492364
3404,-0.00485150089067491
3400,-0.00374538870060022
3396,-0.00455010243108862
3392,-0.0057885957093141
3388,-0.00518844717896822
3384,-0.00405843817067221
3380,-0.00461293768444923
3376,-0.00567065050802213
3372,-0.00506579711023051
3368,-0.00385344520786682
3364,-0.00409107265143687
3360,-0.00472022569350711
3356,-0.00376454323571648
3352,-0.00232386271354812
3348,-0.00240225865118429
3344,-0.00299066158775017
3340,-0.00211789033203855
3336,-0.000694445112381526
3332,-0.000531728615400968
3328,-0.000647698267830463
3324,0.000683855449433948
3320,0.00229782928400501
3316,0.00227981570285637
3312,0.00167455205856409
3308,0.00241235735677787
3304,0.00359330208870927
3300,0.00349932221209513
3296,0.00323629533772135
3292,0.00463845104644938
3288,0.00652903791685608
3284,0.00676242448511671
3280,0.006126202722315
3276,0.00660106960131708
3272,0.00761445053187058
3268,0.00752628457715921
3264,0.00700789852960429
3260,0.00746186450532939
3256,0.00796435147936866
3252,0.00720058620899058
3248,0.00645640966153284
3244,0.00734342652389538
3240,0.00855734035660173
3236,0.00827335260653336
3232,0.00763350761400864
3228,0.00841566822568914
3224,0.00946860552166361
3220,0.00900539129403559
3216,0.0082046768111713
3212,0.00897602067756232
3208,0.0102689989851695
3204,0.0101798185658129
3200,0.00964569072176569
3196,0.0104665622720058
3192,0.0116929063536004
3188,0.0114853513073638
3184,0.0106567973204383
3180,0.0109335785481846
3176,0.0115680862912041
3172,0.0110427169567322
3168,0.0102951421428241
3164,0.0109457443438953
3160,0.0120943236920329
3156,0.0120634411865407
3152,0.0116428030020979
3148,0.0124525007679932
3144,0.013686998629113
3140,0.0136630530110602
3136,0.0130746688695261
3132,0.0136257199583342
3128,0.0148365997104454
3124,0.0151754401975506
3120,0.0150933578941243
3116,0.0160292425944832
3112,0.0174862876061616
3108,0.0179903388502103
3104,0.0179214319400651
3100,0.0186484193196172
3096,0.0198523909705603
3092,0.0202509558353186
3088,0.0201154670081201
3084,0.0206479054456379
3080,0.0216434596687506
3076,0.022080123338745
3072,0.0223205463887252
3068,0.0234170400921954
3064,0.0249101244345409
3060,0.0254785194989625
3056,0.0252661753663663
3052,0.0255259511868426
3048,0.0264042582220679
3044,0.0269766602675199
3040,0.0271376828607735
3036,0.0275669227264389
3032,0.0278819714558234
3028,0.0264547796079694
3024,0.0220930128292304
3020,0.0143986293617251
3016,0.00244757688596012
3012,-0.0151839100852045
3008,-0.03781444678545
3004,-0.0598765240709329
3000,-0.0720778596047549
2996,-0.0693095914399454
2992,-0.0570087005161515
2988,-0.0424406798721549
2984,-0.0192179539597405
2980,0.0307365267326717
2976,0.10229853018588
2972,0.158651640348231
2968,0.178939493362287
2964,0.176479729999156
2960,0.177442143835803
2956,0.191299101603382
2952,0.207708174241148
2948,0.218579245041435
2944,0.227178922231414
2940,0.237050583803529
2936,0.243469270518502
2932,0.240401189174902
2928,0.229222522526496
2924,0.215127372689365
2920,0.199575330796601
2916,0.182009365316966
2912,0.164517778606539
2908,0.149662912751778
2904,0.137541565605412
2900,0.128387948777207
2896,0.124660710477706
2892,0.128101583607112
2888,0.137650733742732
2884,0.151959787108752
2880,0.170785104423344
2876,0.191931742075155
2872,0.210545816206416
2868,0.224946521031157
2864,0.238928437717944
2860,0.254053451019505
